1,2,23,24,27,28,29,30,62,83,94,100
1,7,9,14,22,26,28,30,46,47,48,49
1,2,3,4,5
1,2,3,8,9,30,48,68
1,2,3,4,5,6,7,8,9,10,11,12,13,15,19,20,21,22,27,90
1,2,3,4,5,8,19,23,24,25,28,70
2,3,4,7,22,28,47
7,8,9,10,12,13,14,17,18,19,23,24,27,28,29,30,34,36,37,48,50
1,2,3,4,5,6,7,18,24,27,28,29,30
1,2,3,4,29,30
1,2,3,4,5,6,7,8,9,10,12,13,14,17,18,19,67
6,17,18,19,27,28,29,59
12,13,14,27,28,30,40
2,3,4,5,17,18,19,23,24,27,29,30
1,3,6,10,13,14,18,19,23,30
28,29,30
4,26
8,9,10
13,17,18,19
